Code,Code_System,ValueSetName,Steward
Dycill 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Dynabac 250 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Dynabac D5-Pak 250 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Dynacin 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Dynacin 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Dynacin 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Dynacin 50 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Dynacin 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Dynacin 75 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Dynapen 62.5 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
E-Mycin 250 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
E-Mycin 333 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
"E-Mycin 333 mg oral tablet, coated particles",Teladoc_Sample_String,Antibiotics,Teladoc
E-Solve 2 2% topical solution,Teladoc_Sample_String,Antibiotics,Teladoc
E.E.S. Granules ethylsuccinate 200 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
E.E.S.-200 ethylsuccinate 200 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
E.E.S.-400 Filmtab ethylsuccinate 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
E.E.S.-400 ethylsuccinate 400 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Ed A-Ceph 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ed A-Ceph 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ed-Mycin 0.10% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Ellence 2 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Emcin Clear 2% topical swab,Teladoc_Sample_String,Antibiotics,Teladoc
Emgel 2% topical gel,Teladoc_Sample_String,Antibiotics,Teladoc
Emtet-500 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Epirubicin Hydrochloride 2 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Epirubicin Hydrochloride 200 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Epirubicin Hydrochloride 50 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Ertapenem 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Ery Pads 2% topical swab,Teladoc_Sample_String,Antibiotics,Teladoc
Ery-Sol 2% topical solution,Teladoc_Sample_String,Antibiotics,Teladoc
Ery-Tab 250 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ery-Tab 333 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ery-Tab 500 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
EryPed 200 ethylsuccinate 200 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
EryPed 400 ethylsuccinate 400 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
EryPed ethylsuccinate 100 mg/2.5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
"EryPed ethylsuccinate 200 mg oral tablet, chewable",Teladoc_Sample_String,Antibiotics,Teladoc
Eryc 250 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Erycette 2% topical swab,Teladoc_Sample_String,Antibiotics,Teladoc
Eryderm 2% topical solution,Teladoc_Sample_String,Antibiotics,Teladoc
Erygel 2% topical gel,Teladoc_Sample_String,Antibiotics,Teladoc
Erymax 2% topical solution,Teladoc_Sample_String,Antibiotics,Teladoc
Erythra-Derm 2% topical solution,Teladoc_Sample_String,Antibiotics,Teladoc
Erythro-Rx compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Erythrocin Lactobionate ADD-Vantage lactobionate 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Erythrocin Lactobionate ADD-Vantage lactobionate 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Erythrocin Lactobionate lactobionate 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Erythrocin Lactobionate lactobionate 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Erythrocin Stearate Filmtab stearate 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythrocin Stearate Filmtab stearate 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythrocot stearate 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin 250 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin 333 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin 500 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Base 250 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Base 250 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Base 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Base 333 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin Base 333 mg oral tablet, coated particles",Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Base 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Base compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin Estolate 333 mg oral tablet, coated particles",Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Estolate estolate 125 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Estolate estolate 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Estolate estolate 250 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Ethylsuccinate ethylsuccinate 200 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Ethylsuccinate ethylsuccinate 200 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Ethylsuccinate ethylsuccinate 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Ethylsuccinate ethylsuccinate 400 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Ethylsuccinate ethylsuccinate 400 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Ethylsuccinate ethylsuccinate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Lactobionate lactobionate 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Lactobionate lactobionate 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin Pads, 2% 2% topical swab",Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin Pledgets, 2% 2% topical swab",Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Stearate stearate 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Stearate stearate 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin Stearate stearate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin, Suspension ethylsuccinate 200 mg/5 mL oral suspension",Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin, Topical 1.50% topical solution",Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin, Topical 2% topical gel",Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin, Topical 2% topical solution",Teladoc_Sample_String,Antibiotics,Teladoc
"Erythromycin, Topical 2% topical swab",Teladoc_Sample_String,Antibiotics,Teladoc
Erythromycin-Sulfisoxazole 200 mg-600 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Eryzole 200 mg-600 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
FIRST Metronidazole 100 mg/mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
FIRST Metronidazole 50 mg/mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
FIRST-Vancomycin 25 25 mg/mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
FIRST-Vancomycin 50 50 mg/mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Factive 320 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Fetroja 1 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Firvanq 25 mg/mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Firvanq 50 mg/mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Flagyl 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Flagyl 375 375 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Flagyl 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
"Flagyl ER 750 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Flagyl I.V. 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Flagyl I.V. RTU 500 mg/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Floxin 200 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Floxin 300 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Floxin 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Floxin I.V. 20 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Floxin I.V. 4 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Floxin I.V. 40 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz 6 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz ADD-Vantage 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz ADD-Vantage 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz Twistvial 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Fortaz Twistvial 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Furadantin 25 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Furoxone 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Furoxone 50 mg/15 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
G-Mycin 40 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
G-Myticin 0.10% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
G-Myticin 0.10% topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Gantanol 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Gantrisin 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Gantrisin Pediatric 500 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Garamycin 10 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Garamycin 40 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Garamycin Topical 0.10% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Garamycin Topical 0.10% topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
"Gentamicin Sulfate ADD-Vantage, Injectable 10 mg/mL injectable solution",Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
"Gentamicin Sulfate, Injectable 10 mg/mL injectable solution",Teladoc_Sample_String,Antibiotics,Teladoc
"Gentamicin Sulfate, Injectable 40 mg/mL injectable solution",Teladoc_Sample_String,Antibiotics,Teladoc
"Gentamicin Sulfate, Topical 0.10% topical cream",Teladoc_Sample_String,Antibiotics,Teladoc
"Gentamicin Sulfate, Topical 0.10% topical ointment",Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 100 mg/100 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 100 mg/50 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 120 mg/100 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 40 mg/50 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 60 mg/100 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 60 mg/50 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 70 mg/50 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 80 mg/100 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 80 mg/50 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Gentamicin Sulfate-Sodium Chloride 90 mg/100 mL-0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Geocillin 382 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Helidac 262.4 mg-250 mg-500 mg oral kit,Teladoc_Sample_String,Antibiotics,Teladoc
Hiprex hippurate 1 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Humatin 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
IDArubicin Hydrochloride 1 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
INVanz 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
INVanz ADD-Vantage 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Idamycin 10 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Idamycin 20 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Idamycin 5 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Idamycin PFS 1 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Ilosone estolate 125 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Ilosone estolate 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Ilosone estolate 250 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Ilosone estolate 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ilotycin Gluceptate gluceptate 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
"Isoject Permapen (obsolete) G benzathine 1,200,000 units/2 mL intramuscular suspension",Teladoc_Sample_String,Antibiotics,Teladoc
Jenamicin 40 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Kanamycin Sulfate 1 g/3 mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Kanamycin Sulfate 500 mg/2 mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Kanamycin Sulfate 75 mg/2 mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Kanamycin Sulfate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Kantrex 1 g/3 mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Kantrex 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Kantrex 500 mg/2 mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Kantrex 75 mg/2 mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Keflex 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Keflex 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Keflex 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Keflex 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Keflex 750 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Keflin 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Keflin 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Keftab hydrochloride 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Kefurox 1.5 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Kefurox 7.5 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Kefurox 750 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Kefzol 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Kefzol 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Kefzol 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Ketek 300 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ketek 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ketek Pak 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Kitabis Pak 60 mg/mL inhalation solution,Teladoc_Sample_String,Antibiotics,Teladoc
Klaron 10% topical lotion,Teladoc_Sample_String,Antibiotics,Teladoc
L-Mycin 300 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Lamprene 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Lanabiotic 400 units-3.5 mg-10000 units-10 mg/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Ledercillin VK (obsolete) V potassium 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ledercillin VK (obsolete) V potassium 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ledercillin VK (obsolete) V potassium 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ledercillin VK (obsolete) V potassium 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 25 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 25 mg/mL oral solution,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 250 mg/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 500 mg/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 750 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin 750 mg/150 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Levaquin Leva-Pak 750 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 25 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 25 mg/mL oral solution,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 250 mg/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 500 mg/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 750 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin 750 mg/150 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
LevoFLOXacin compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Lincocin 300 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Lincocin 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Lincomycin 300 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Lincomycin Hydrochloride 300 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Lincomycin Hydrochloride compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Lincorex 300 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Linezolid 100 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Linezolid 2 mg/mL-D5% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Linezolid 2 mg/mL-NaCl 0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Linezolid 600 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Lipodox 2 mg/mL intravenous dispersion,Teladoc_Sample_String,Antibiotics,Teladoc
Lipodox 50 2 mg/mL intravenous dispersion,Teladoc_Sample_String,Antibiotics,Teladoc
Lorabid 100 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Lorabid 200 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Lorabid Pulvules 200 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Lorabid Pulvules 400 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Lyphocin 1 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Lyphocin 5 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Lyphocin 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
MY-E stearate 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Macrobid macrocrystals-monohydrate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Macrodantin macrocrystals 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Macrodantin macrocrystals 25 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Macrodantin macrocrystals 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Mafenide Acetate 5% topical powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Mafenide Acetate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Mandelamine mandelate 0.5 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Mandelamine mandelate 1 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Mandol 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mandol 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mandol 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Marcillin 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Maxaquin 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Maxipime 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Maxipime 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Maxipime 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Maxipime ADD-Vantage 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Maxipime ADD-Vantage 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Medi-Quik 400 units-3.5 mg-5000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Mefoxin 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mefoxin 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Mefoxin 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mefoxin 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mefoxin 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Mepron 750 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Meropenem 1000 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Meropenem 1000 mg/ 50 mL-NaCl 0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Meropenem 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Meropenem 500 mg/ 50 mL-NaCl 0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Merrem 1000 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Merrem 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Methenamine Hippurate hippurate 1 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Methenamine Hippurate hippurate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Methenamine Mandelate mandelate 0.5 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Methenamine Mandelate mandelate 0.5 g/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Methenamine Mandelate mandelate 1 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Methenamine Mandelate mandelate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Methenamine compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
MetroNIDAZOLE 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
MetroNIDAZOLE 375 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
MetroNIDAZOLE 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
MetroNIDAZOLE 500 mg/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
"MetroNIDAZOLE 750 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
MetroNIDAZOLE Benzoate benzoate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
MetroNIDAZOLE Benzoate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
MetroNIDAZOLE compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Metryl 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Metryl 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Mexar 10% topical soap,Teladoc_Sample_String,Antibiotics,Teladoc
Mezlin 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mezlin 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mezlin 20 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mezlin 3 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mezlin 4 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 100 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
